item_id,item_price,product_type
C0209,4302.5,I323
B32565,6816,I584
D4033,8320,H63
H8174,4712,C690
J6225,307,C661
I7674,6368,J864
F4237,1619,F420
D9145,3136,H640
I161,896,E465
J706,1916.5,G898
G0350,1692.5,B436
E5205,3792,J595
B07208,592,F277
E5256,1248,F276
D9977,761.5,H375
B31606,1184,I579
B09612,1344,B346
C4380,1724.5,F93
D808,14848,E350
J5124,374,C300
B26836,5696,C388
B17860,201.5,G210
F6421,2528,B207
J3012,697.5,H923
F973,2534,J225
J0459,5408,B671
C6646,6085.5,D197
B21419,1699,I315
C0253,220.5,C724
D1529,17446,G239
H0525,2014.5,E998
F5507,716.5,E422
J385,42577.5,B119
B20552,1793.5,D606
J5474,13572.5,G825
E9557,178.5,I088
D4519,10568.5,C874
G8393,1577.5,H452
I2751,2611,D269
J7217,8320,I817
F0479,6110,C51
H7195,5745.5,D606
G4152,366.5,C31
E4779,2877,B362
G6441,332.5,G295
H8210,2656,E057
E2719,2528,D055
B13858,406,E476
B00368,537.5,J498
B28566,448,B0374
H2118,473.5,E823
I2529,832,H885
E3180,3520,D021
I6376,6937.5,I064
E6499,9792,D278
I1470,11880,C874
F5982,364.5,B746
B15111,310,E070
D6575,456,E064
H1486,240,D326
B31020,2080,G823
B6854,985.5,I121
C8153,1081.5,I121
F5073,239,G512
J0746,13088,E540
J8507,14720,I986
B14255,8006,C699
D8927,6936,F25
E2523,73.5,B0357
H836,778.5,J268
B30956,12800,H948
C3283,208,E309
B32361,608,B343
F4506,2099,E458
C4611,1300,I131
D4979,1760,C970
J2178,1724.5,F609
B3589,979,B618
B29002,12128,E646
B1134,193.5,J780
C8449,2708.5,D714
J4936,2880,B961
E2232,864,C749
C8077,1024,J959
F8956,9248,J619
D5344,1920,E360
B14081,9329,B417
J3302,18326,F581
C6609,260,I020
G5376,1856,H532
C7662,2304,B976
B09196,2160,C874
B28354,112,D604
I5573,432,J865
H8754,5702,G871
B04517,12160,J172
B09247,2396.5,I898
B11911,2073.5,D265
B20294,9708.5,E719
H5626,2976,C499
J5480,11424,D468
E3643,1744,B0064
C9018,587.5,J881
B17669,2240,F622
D3530,386,G648
B6198,3184,F362
B11391,7040,B604
G1654,1884.5,H741
B14647,2970,G339
C6498,585.5,J495
H1817,662,C786
I4894,486,B532
D7645,2275,F276
H7207,4539,J881
B24428,976,C001
F1129,146.5,G648
I7161,1815,C874
C9626,412.5,H542
B31317,956.5,B392
J248,416,F277
I1569,9888,I584
B16103,6566,B417
H3342,3488,F637
B6577,5920,B886
G4840,921.5,J765
F0819,361.5,I275
E131,3328,E379
I1529,14930.5,B405
H0090,3552,J015
B10550,78336,G867
C7268,905.5,H768
H255,2172.5,F622
B30092,2148.5,F197
F3906,5929.5,J086
B7760,1888,I189
G3477,542.5,G751
B04761,4406,E145
B08547,18817.5,F144
G0682,1370.5,D303
C4962,470,J495
H966,96,B457
G1990,4896,I449
B55,12111,B119
G0069,8288,I932
H7178,256,B110
B28436,4736,C076
D7272,10483,B485
J00,3840,F164
F9562,8428.5,D338
B15551,87360,D287
B23713,739.5,G295
B11077,416,H455
D0959,601.5,G323
B09293,10211,J51
G6614,2204.5,H976
I1845,358,H322
B18569,9011,F164
B02082,3744,E919
J0886,211,E089
C7106,33241.5,F363
E0372,483.5,G658
E1953,2233.5,G607
B24069,1088,C179
C4179,1276.5,G345
F7686,380.5,C593
B08717,48,E467
B05830,1488,E702
G2187,2048,D540
B26040,11328,G226
B00554,57600,H551
B12968,2662,F036
C9660,1423,G295
J4069,244.5,F276
I9983,387,F503
B7966,729.5,F388
B00017,9011,F161
B12514,12128,C475
J6240,46784,B943
B4534,47680,C559
G5618,156.5,J915
B6018,2523.5,C001
B06705,896,B054
G5913,3432.5,I323
F6506,697.5,E660
H7007,2010,B0412
B4206,2780.5,H991
H5889,1248,J227
C2230,720,E692
H1233,14848,E350
E7898,457.5,F972
I1079,31296,E051
G8365,800.5,E524
C5498,355,G338
B28968,4633.5,F036
B17913,2833.5,B0293
E593,685,B0264
F2828,720.5,C835
B8266,14832,B0575
B7366,10500,C874
B29281,1180.5,G191
B10430,560,I506
B27608,761.5,F622
E6049,1185.5,B0220
B29503,1177.5,G067
I4412,6368,F887
G6755,2851,I323
B4021,297.5,H376
B04678,179,B615
J5434,3168,B224
I7703,816,H741
D2665,1094,J65
J2479,3778.5,F276
C3966,817.5,C740
G6153,2325,C874
J8955,316.5,J839
H8986,4838,B0412
D4110,28940.5,J445
C6713,473.5,B0412
D9270,1888,I334
F2234,716.5,H885
B9220,1593.5,H791
I3702,8064,J085
B2063,96,B457
D1144,10528,F164
H800,2303.5,D311
F4899,601.5,B0088
H4992,1523.5,C909
B11667,1209.5,G497
B31409,512,I236
B6598,1081.5,D635
B8662,322.5,E422
H6145,2148.5,I700
B4455,27417.5,D812
B07062,1088,D438
B02739,2976,C270
B00149,1008,B003
J4068,2272,D991
E7402,1146,D766
B05888,3916.5,E422
C9187,1756.5,B2
G7811,2301,H855
C153,320,F276
D2015,921.5,E422
J0523,320,H312
B05679,10348.5,C874
J7069,80,I655
B26276,1831,J749
B27587,348.5,J888
G1517,2102,D277
F7987,41753.5,B422
I3061,2272,D774
G7155,95680,F678
F5687,768,C814
B18269,1369.5,J294
B01140,928,E733
G6287,182,E064
B15954,160,H312
F1862,3840,F76
B19190,704,F337
G2375,1504,I039
B9746,1593.5,B0412
B11226,1753.5,H555
E0138,6944,G122
G0565,9440,B943
C8448,444.5,F426
C3315,3741,I833
B10284,1395.5,I290
E7533,1273.5,J29
F3466,7238,F814
C0607,2013,C424
C7307,240,J362
G0193,40480,H187
G7244,25.5,C432
B7985,648.5,I558
B32735,1888,B0220
J5901,870,I207
B11067,608,I411
B16660,928,B0326
J396,1299,G751
B08742,802.5,C159
B10126,3978,H241
C0183,7235,F489
B10932,6976,J08
E6492,1689.5,F276
F1852,2448,C417
C0509,61232,E22
B20286,992,D021
I6226,4864,C874
B26157,2420.5,G825
J3804,7968,B0097
E3780,537.5,H923
E1652,956.5,B246
C4088,5024,B0333
F5190,432,H735
B6400,4694,G201
J4000,34880,F208
F701,7040,C100
B23135,3317.5,C874
D1190,1068,E716
B09703,1593.5,H791
J2674,7648,C331
B21681,3665,D850
C1446,310,E070
B7016,1376,F21
E773,1568,I378
G9742,310,J362
J1065,417.5,D797
E4672,3686,F208
E3519,1593.5,H791
B07239,832,G847
C0730,37472,C099
D4598,12768,C376
G6730,633.5,J614
E3958,640,B0457
J1484,444.5,C106
I8350,3180.5,B0226
B24557,2208,G825
B15449,576,J917
D5933,371,C874
B9507,655,G751
H8954,1272.5,E484
H4107,140.5,C874
F2670,1468,J713
B1463,285.5,D412
H5294,1020.5,B479
B4857,12992,B0191
E1893,1491,D766
D0183,3872,D748
H9629,8467,E59
F4905,4492.5,D037
F9661,1797,D265
B30971,8288,G122
E1601,5760,G367
E989,3944,C690
C3735,1401.5,C487
H8262,345.5,H936
B11930,1172,F276
J2840,5852.5,J397
B17196,12160,G607
G4981,2480,I189
J8518,1728,I386
B21404,1437,J234
C1083,1984,B076
D9783,396.5,G210
G2057,752,H885
C2115,1994.5,E602
D0934,36000,G902
C9876,1629,C111
I0325,188.5,E192
E9056,573,H825
H1377,633.5,B058
G1210,46784,B943
H8140,576,E371
G6869,2496,H475
B10696,3886,I324
B1605,6048,C475
G4567,29408,B943
B8235,480,D194
F7697,57.5,B0558
D521,8640,J015
J2405,109120,J939
D3711,979,C874
J8869,2298,C065
G5098,2900,B0306
B238,2505.5,C417
F7281,5788.5,C417
B19786,3536,I422
I9422,3200,F164
C8700,1424,J77
B04624,5350,J372
C8913,3040,F164
I938,291,E631
B6682,3488,C270
B26882,17088,G108
I4127,9600,J015
J3365,25216,I189
H8822,544,F972
B0987,3360,F164
B31786,1385.5,F609
C8745,18278,C099
F3558,213.5,G978
B4739,608,H121
J975,1529.5,J839
B00009,10944,C874
C1550,2176,D855
G2287,7920,H962
J6981,3904,H640
B23689,2560,D021
B30283,704,G641
H965,1952,I334
E1992,524.5,J168
B3964,22246,F164
G8828,889.5,E244
E2035,16928,D734
I9172,1593.5,B0412
C8579,1434,B0412
B00661,495,G648
H5272,3046,J041
B5477,3712,B0097
D9066,3808,D755
B21161,422,H936
B05666,29408,B943
G0040,540.5,D611
B5379,1056,H344
I9994,3648,G741
F3020,2374,I191
D8916,6880,F622
G590,152,J362
B3353,4608,F036
B2286,14976,J172
J7190,8294,F552
C783,1753.5,I395
F6707,1248,E115
B21379,1725,F650
D324,46784,B943
H0799,500,D184
E9001,1434,J65
B2945,633.5,F049
F7573,3196.5,C417
J5986,412.5,B0152
B3511,5237.5,E413
D5968,8360,D577
G2399,187,F277
B32517,858,H203
B02614,1593.5,H791
F7356,598,F622
E058,640,E926
G8106,46240,I994
B3160,6118,B76
B20894,17916.5,J397
J3992,5113.5,E296
H1397,3780.5,D657
E7849,10048,D009
B02297,633.5,B532
F4144,2737.5,J713
D1661,1696,E911
G7705,677,C874
F6114,22368,F637
G4158,1305.5,J839
E9727,1219,H735
C7691,3840,G702
H1053,2304,B961
B12890,4576,J089
G4879,5056,B87
J4058,665.5,H276
F6676,2563,B962
H2786,2010,B0412
B02324,1593.5,H791
B10633,46048,F403
B0504,336,D999
H21,3741,D838
H9073,412.5,F566
H1393,2010,H791
J3205,28768,D874
F2999,24832,B422
J1279,4192,F783
I7005,2528,D683
F3726,2528,C454
B19346,1344,G231
B26737,1009,H936
H3795,1792,H867
C2913,8238,C51
B14163,2010,B0412
B07408,8608,E962
C4710,448,D151
B27765,43417.5,B76
H4851,5152,J015
C5809,17600,F193
E2010,6331,I310
B14053,1088,F622
E9222,1440,C106
B07051,1049.5,E025
E0156,1921.5,F276
B05885,1568,D373
E940,1768,D657
F8576,307,J495
F737,1005,I462
B21815,1459,C874
G1846,5708.5,F036
G8030,1561.5,C839
C3154,324,I558
B14759,1049.5,C184
H6214,1756.5,J68
H6055,928,B94
B04425,2842.5,D65
E1611,160,G888
B5519,476.5,E218
B24081,128,H455
J5147,9440,B943
I2061,7643,D812
B31757,576,E371
J1410,12768,E615
C0963,59200,F717
B1349,806,F065
C2227,3488,B0220
F5032,512,I04
G8499,1724.5,F93
B20348,1568,J351
F9722,2528,H930
F0082,1843,D079
C4028,82080,J939
B08784,3113.5,H930
B22254,81920,C594
B13274,480,E702
C8568,10051,J606
C1213,124.5,E036
F4999,6048,G981
J3865,8640,E160
I4305,6016,C388
B10494,460.5,H848
B21412,640,D151
B30384,6092.5,J459
H4327,14572.5,I765
E6320,1148.5,F783
I6666,29760,G077
H3187,1600,C331
E1078,1648,J116
H5662,1762.5,G547
C654,3836.5,F609
C974,3600,C417
D6972,2160,C874
I6234,5628.5,G763
J2228,1600,J794
B27733,825.5,C076
B30997,1224,H741
B04569,1193.5,E229
H5466,220.5,B349
I110,46784,B943
D4765,881.5,C874
B11761,1408,C874
C9263,21056,H89
B363,2336,F267
H9356,892.5,F065
J3377,8064,F622
G8837,19136,J939
B19956,20160,H455
H3156,499,E522
E2741,92160,G867
G7263,1892.5,F283
G5,3801.5,B383
E2735,1984,H885
D9514,3168,H392
B3139,633.5,J498
B12702,217.5,D399
B5703,47936,J015
G3579,3417.5,I121
B01692,50918,B76
B07687,9216,F164
I8604,858,H791
C7315,1779.5,E524
H1029,188.5,G607
J5881,3587,B566
E6519,604.5,G144
I8373,5256,I064
C7927,896,F622
B25113,7756.5,H173
E0412,11282.5,F231
B17718,18547,F581
B30500,1897.5,I191
B15076,633.5,B013
B30249,395.5,H936
B27472,23142,I765
C1152,7520,C475
B1149,1299,F680
E5168,1489.5,J578
B24037,368,H738
F3075,2098,I300
B22211,736,F622
B3266,3072,F76
B19589,96,H312
H697,54,H394
D4071,2048,I301
B00730,1696,B432
G4236,907,J3
H173,6460,D577
B01888,412.5,C874
G2423,829,J914
H1006,331.5,C447
B28572,864,J41
B29473,1505,C395
B26381,1028,H632
B6097,9568,G330
B31676,409.5,J872
B02643,1852.5,B0208
D7481,928,F814
D8756,161,D113
G1232,1292,B630
G3292,432,I29
B28463,627,E422
B20441,2534,J225
G0948,1152,E371
B31909,41280,D045
I093,1408,I127
D3181,20768,H551
B19209,320,B976
E0380,547,F622
D887,4320,G607
D7157,3398,E208
B16711,1897.5,C802
B7409,9888,I986
B09533,704,B485
G2357,1120,B685
F9656,1180.5,B630
B8135,43584,D642
G8565,1134,H376
G5326,512,G654
F9749,22624,C331
F1160,1914,E495
B23977,896,C106
B17989,17888,F411
B20229,758,J614
I0064,313,J77
C7818,8928,C475
I5331,761.5,B431
H1176,768,C106
F2056,3010.5,I428
I4612,2848,G597
E0609,464,F622
D0295,820.5,E741
G7987,1898.5,C487
J9343,8550,G878
F0676,1724.5,F609
H2147,3520,G923
E3244,12800,I2
D73,1248,G117
B11996,21120,J189
F6321,2165.5,G498
J9077,1548.5,B0416
E5092,19520,B943
B06410,8928,J010
J6837,3744,J015
C9718,73367.5,F403
H0597,10528,J397
F3005,2304,J015
E7905,1382,D323
J4504,2336,H089
J2905,52160,B342
B17359,16608,C874
I0427,515.5,C874
H7671,13120,H521
C3138,1044,G921
I0102,337.5,I909
G9204,732.5,G144
G8331,5045.5,I323
B28209,279,E438
I4085,7328,C417
B32386,28112,E22
E7266,2280,H933
D9872,4326,F161
B4678,476.5,E426
G9953,1212.5,B0112
G0764,1760,H532
B10057,144,H738
H4582,4576,H551
E7006,9568,J34
H9298,23808,B422
J5483,864,E216
B4195,3122.5,I609
D1782,2828.5,F036
B07245,11520,F263
B09990,7200,G113
I8074,3168,B0497
G2382,10572.5,G483
B01787,2073.5,D265
E0763,3196.5,G405
G5109,1368,C829
D0090,660,G295
C8987,128,D729
I33,1209.5,C724
B8151,98.5,H398
B16463,448,J38
J285,670,B431
H9280,46688,I052
B28734,1028,E297
B31950,2150,F276
H7426,6272,I386
F3331,409.5,J498
C4444,953.5,H375
I0966,61286,B119
H642,2912,F276
I5030,924.5,F049
F4229,515.5,F972
D761,620,H923
D7942,188.5,H03
E4158,40268.5,E328
B32088,3628.5,J713
E9113,1395,E114
J2860,2080,B87
C2876,1261,E524
F6023,1344,B87
C2964,5920,H92
B17182,9568,F164
I174,1808.5,E692
E7101,2208,F497
J7164,351,D652
G9781,2233.5,H791
B10378,25568,F411
D5101,2486,D593
H2975,1196,B630
B08668,105,J495
E4710,37392,G878
D6330,1180.5,C543
E4467,6976,I968
B2627,220.5,E188
J9982,128,D055
C3716,2496,B0412
B12329,1209.5,G416
H6347,6476.5,F036
E1917,9920,I189
H0725,3968,D036
B12889,2208,D021
B22951,797,J77
C9490,3409.5,F276
I468,1722,B0412
E3612,7076,J041
D5262,38,J854
F7218,51,H395
C5027,2668.5,H205
E3394,1929.5,J225
B13869,7171.5,F231
I7722,10102,E118
I76,212.5,I579
C3190,13664,I994
G4242,480,H089
I6946,1702,E023
F1753,999.5,G942
E6507,6451,F036
B18521,9440,B943
D9147,508.5,F386
B15673,1763,B252
B5943,1971,I324
B22603,796.5,B743
I8057,31933,D812
E4057,31936,E051
B868,957,F921
F9956,88320,C396
G83,11168,F164
C8435,486,D399
B18231,1632,J500
I1160,3168,J706
E8814,1340.5,G436
F7879,7860,I310
G1828,192,B713
E0673,1521,G807
C7850,1171.5,F420
B6505,1088,H741
B14345,531,C874
C1255,896,E91
E6960,1123,H861
H7578,9356.5,E350
D9278,2556.5,B293
D22,1337.5,B694
D3538,6336,E125
B21895,7280,I009
D793,188.5,H738
B25467,17120,F193
B17746,1196,B630
J5221,2880,J344
B7103,864,G492
B00445,12384,D184
H6114,1226,J713
H0775,9920,I536
D5878,137.5,H854
D2637,46784,B943
E327,128,G201
C7104,179,B130
D5852,5731,I323
B30331,31680,F282
C7667,4898.5,F783
B1848,1465.5,I050
B0648,3196.5,J375
C9763,18528,F411
G2983,1440,B0025
B32322,448,E058
I8679,118,D272
B10700,1248,D373
B32863,16320,G108
B4637,15872,E350
J9068,2176,B343
B09904,160,E025
D1227,1232.5,D766
G5862,400,H364
E5332,1984,I007
E4453,1413.5,F403
B26058,3558,E458
B03207,1094,J225
F9014,464,C831
D1932,2335,E924
B17784,2591.5,I890
G0999,896,B485
C4167,3427,F506
F774,2716.5,B713
F9943,90325,F403
B00018,38,J07
D5638,636.5,E036
D8487,48,E569
H0756,2363.5,D850
I2863,11936,I367
J1850,3808,B0017
B16677,41536,J939
E6390,7008,J864
B21574,1273.5,C106
B25813,6368,H304
B21040,406,E371
F1177,20800,I043
B32289,402.5,C835
G2850,896,G379
F2807,144,E558
C2521,185.5,H738
G5228,412.5,G01
B9776,368,C337
B17587,4761.5,F036
B09443,1146,I967
D2219,9854,I310
B6211,13545.5,I323
B08418,2304,C341
I5457,5529.5,J213
F9180,409.5,G295
D021,515.5,D066
B05295,572.5,J275
I4371,3454,F036
B28149,14848,C100
B20661,570,H203
B2425,377.5,C31
B01331,80,G076
F3105,395,C874
B24595,9824,J305
D5664,1152,B0083
J0635,832,E808
J2946,1344,J945
B4045,1209.5,G872
H29,780.5,J86
B22640,4408,C690
B4586,4019,F036
J3871,1148.5,B822
F6861,483,C874
B13841,1789,E91
B14834,2345.5,E309
G1752,1299,B0413
F3080,5452.5,F036
H2882,239,C456
I7700,5500.5,F208
C0319,1098,G295
E9229,240,H312
H6095,1568,H535
B11448,2033,I127
B26873,8608,B0333
B21929,11488,F282
C5717,7008,G330
B18570,998,D373
D1742,1884.5,B0386
E7103,124.5,C281
D2893,4128,F783
F7646,1027.5,D32
B07059,524.5,E594
I2112,115,C874
B31328,3136,H791
F7735,576,E340
B25710,2069,C740
B9250,861,J658
J4658,6592,D874
I5005,2236.5,E702
H6643,956,F674
H5681,1216,I210
B15838,3264,J959
B10093,10496,H241
C2189,5094,E647
B8897,4787,F036
G0663,12840,G878
D5678,5056,B0333
E5412,633.5,F049
C5410,1776.5,J032
B13562,2000,H456
B30719,4928,C874
C3031,51632.5,E328
B28895,736,J231
J1072,1436.5,B887
B10194,1756.5,C521
G4276,1699,I323
H2728,544,J630
B11707,1408,B792
J2323,384,G295
B09582,2016,C874
C7136,633.5,H791
I799,499,B427
F4507,3122.5,I609
B00652,2380.5,D304
D7858,2336,E057
J6190,1062.5,H182
E5184,259,I009
G7517,1440,F381
E401,1385.5,C132
I8243,412.5,C803
B8721,4322.5,I324
B14064,2016,D445
G2047,118,I351
B06766,1072,E998
F3701,953.5,D635
B28499,3808,E714
B9014,2233.5,D036
B02220,50560,G650
B05251,37120,B922
J4004,2851,E150
D7635,1212.5,E337
H5744,7228.5,C417
H7089,27315,C09
D3106,13760,H261
E4856,4448,B40
G7696,44,E673
B19792,956.5,B343
B07743,4768,B0183
B7900,1152,I579
B16339,1008,B485
I0537,1095,B830
D6304,9685.5,C699
B9277,9248,B0097
G7047,1984,H623
B11054,3715,F276
I7972,281.5,B93
J3589,2281.5,B021
H3839,3232,H608
B7089,3808,E208
J9713,1024,F427
B22453,1152,H455
I4303,2041.5,C874
B03391,745.5,C019
C5518,3136,B435
E2879,14848,E350
C832,220.5,G597
B3935,38400,B428
I1196,3776,B0002
J2822,446,C874
G8830,3975,F432
H0205,384,B136
G1508,2054,B713
C4874,6743.5,G275
B14914,1369.5,H923
B14666,301,C874
J4062,2352,I467
H8965,3680,E85
C4884,12620.5,I765
G790,6854,F036
I6901,7424,E76
B00636,9280,J202
E9400,1948.5,C164
B28876,384,E93
B29310,7040,H757
J8868,5984,B0333
B00757,4348.5,D109
J5122,6392,F036
B07841,2448,F537
B17384,2822,H791
J7978,1856,G673
I580,128,C874
B3514,1177.5,D777
B05665,300.5,J495
D7383,3840,H583
E1542,1142,C874
H2590,8968,D606
G6479,892.5,F700
E8841,915.5,E524
D4775,1036.5,B413
F9633,256,B110
B22998,2876.5,F251
B00099,1145.5,H923
B21235,188.5,B669
I992,50320,C34
F3560,822,H738
B25660,828.5,H71
B31493,12640,G357
H5878,108.5,I351
D0148,14080,J638
I4123,508.5,B925
J800,2624,I420
B04335,316.5,C944
B8412,2188.5,D399
I7597,476,C835
B3185,380.5,J780
J9868,6408,I290
J4969,3900.5,E986
J4480,2490.5,C874
D2302,5029,C874
J2962,381,I558
E5433,3520,F403
B4970,572.5,E545
I4697,4233.5,C417
B10910,11315,D918
B10963,896,E153
I4465,30400,B73
B02570,1273.5,E309
D0086,5068.5,D765
B12039,2096,G077
F4990,796.5,G492
C9487,316.5,H766
H5495,2848,B0412
C2590,6368,B477
I127,10376.5,I324
B1699,2584,E145
H1974,1276.5,E036
G8628,962.5,J77
D2854,697.5,D608
G2146,86,H062
B14994,14400,I536
H6333,20598,B422
I2853,160,H062
I9959,800,H351
B23132,956.5,C164
E3854,4544,B77
G3069,368,B427
B21475,3744,H640
C4244,25920,B342
F3688,612,G648
H2009,6048,F164
C7905,614,F783
D7164,7008,F276
B812,4262,D201
F3838,24192,J174
I0312,1725,H164
I8142,1638,G751
C0422,848,E229
D5488,508.5,J495
G9674,668.5,I506
D4086,508.5,D328
E2484,998,G295
G939,537.5,F622
H8350,536,G648
I6264,736,I013
B1380,1340.5,J86
G6102,240,J362
G0946,1596.5,E35
B4663,576,H936
B05002,48960,B119
B31215,3264,F623
B0876,973.5,H632
B18384,633.5,D270
J1700,820.5,E741
C1367,2524.5,J839
E133,1116.5,H030
I2586,6049.5,F506
C1014,3488,H962
C3342,18528,E540
C9862,680,F900
B28981,72,D844
B07588,3344,G42
F5474,1587,F075
B3584,7968,H048
D6133,7008,F507
D3940,464,D148
E5908,21569.5,E328
B9198,4326,F036
H3875,19929.5,G598
I7047,1820.5,F251
D0492,924.5,B088
G4355,160,C994
B07220,1346.5,G648
B30668,768,J543
C9287,1769.5,E211
B27775,2181,G963
E2378,25120,F810
C9833,1433.5,G853
E1491,1116.5,J86
D1237,1113.5,J07
F8443,4760,J086
B24759,1856,G673
C7367,2144,H885
E9380,1852.5,H926
B18469,473.5,B207
E6985,3712,B0154
D238,318,H910
E1924,20180,B270
D8446,6528,D874
B2576,3952,B252
J9979,815,F35
B26556,2779.5,F231
C58,800,H351
B11404,647.5,B923
G8641,35609.5,G922
B31697,9932.5,C786
J6194,313,J77
H6905,12294,B422
G435,4324.5,G825
B21650,400,I251
E60,6368,J234
E5227,368.5,H018
B6538,24780.5,D877
I6721,2401.5,G778
C6939,764.5,I506
E89,2240,J015
H1840,81920,C34
B06748,538.5,G339
F7698,188.5,H03
I8685,3472,D434
E3444,252.5,B0466
B30523,8622.5,I323
B29401,793.5,B945
G8112,12448,E986
D357,51.5,D409
B23732,4408,B304
E0788,2421.5,B923
B8997,1248,H284
B30194,252.5,G210
C0564,56452.5,B0331
D5607,2848,B712
F3369,671,C619
F396,15648,F622
H6330,15958,B0099
C2421,26496,H551
B01933,26030,F036
B17672,240,B158
B18764,9792,D278
H4901,80000,J604
J5308,1072.5,J545
G5474,384,E479
D7060,953.5,B392
G7195,9888,I052
B18958,2592,D157
D3005,835,J512
B6852,288,H272
B26265,4216,F036
E2980,1987,B961
G3982,1696,H31
D3966,17760,E646
C347,1740.5,B0538
D0957,371,I366
F0469,319,C874
B15773,348.5,J833
B16067,1724.5,E936
C7163,2204.5,D328
E8963,1330.5,E683
C5608,444.5,G737
B31294,2233.5,E714
B16735,2201.5,F368
J561,800,E371
G8432,8390,C874
G2539,1232.5,C874
I0895,636.5,H284
B07969,3936,G251
F3444,1548,E924
B13537,1468.5,F666
E3066,112,D419
D2505,3264,G702
E4935,5221.5,C504
G9973,3321,D323
J2153,134,E822
J1343,3731,F21
B02408,563,G420
E0656,7588.5,G825
D058,1568,H284
I043,508.5,F055
F2503,1180.5,G186
B13315,1248,E371
E8367,1148.5,H615
I5403,4992,B0097
I1778,8288,G598
I4098,6160,I435
H7928,5928,J445
I4541,4977.5,F036
J7712,6688,I386
F7855,1160,B652
I9373,1248,B0025
D1117,284.5,G597
G9108,973.5,I131
D9043,896,C106
I3959,3128,I437
B7557,1296,C874
E7990,429,H66
J3233,1238,D753
B19488,9577.5,G878
I3049,717,D399
G5788,3558,C504
B29697,3456,B0465
D5693,8640,C874
E4042,7731,H986
F7838,17251,J387
F9463,5440,G607
F995,2010,B0412
B7314,5414,J041
G9263,956.5,F849
B04248,732,G484
C1318,1520.5,C159
J0431,28672,F164
B17038,1523,B887
F8051,4041,G878
G1065,1776,J43
B28504,3148.5,E924
B30086,738.5,E484
F9138,4176,B961
J7545,4768,E924
B3779,2393.5,J839
H0074,4578.5,H986
B7863,15395,B783
G2217,600,D528
B15213,967.5,B0130
D6295,3104,E057
C3620,5728,I986
B6697,118,I351
B06865,86080,B0097
B06073,4032,D714
E8677,1091.5,I834
F7868,8432,B422
J6196,1525.5,G295
H1198,6758,I579
B26303,25280,D021
I0789,1472,G003
B11616,1641.5,J176
B15364,3317.5,C874
B32102,7017.5,B529
F1851,720,J789
I5706,2528,D373
B17505,256,I092
E7771,2272,B0108
I7753,3136,F075
B15421,246,G210
F765,4348.5,C457
B2237,373,I560
C8255,112,F572
F710,4915,F036
J2088,9280,J172
B2606,8160,E925
G4873,8928,J595
F2924,1724.5,B0453
G7188,1641.5,J512
J5945,4032,C521
D1791,2230,E458
B20944,8640,C051
D4356,63.5,C874
F030,1638.5,I687
B26642,2553.5,H791
J8723,1619,F420
F6038,1049.5,C874
E3375,956.5,G815
B14137,288,E114
B15192,6848,J959
J4146,928,C697
G1780,300.5,B732
J0747,441.5,C874
B12109,1146,H791
B9933,1126,B923
E0703,1120,B003
B28226,17800,D812
H5177,4768,F758
F1244,358,E91
C6958,2236.5,D328
F0085,4640,H583
G5629,380.5,F93
I5991,28480,F282
D5324,1503,C51
G9995,928,I378
B32734,124.5,G186
B04750,2016,C874
B20967,844.5,C874
B06649,9193.5,F036
G5263,2080,F276
H7637,19840,G483
E069,2278,J215
C8815,2280,H012
B29266,4160,D108
B03834,448,E534
B07855,17408,D642
I3088,1672,B0220
F7607,1584,I33
D3359,4894,J445
F2903,32256,F581
F3780,1209.5,C829
C4315,1644.5,F609
C2053,764.5,G672
B21167,3897.5,E800
B01336,31.5,D327
I0080,768,B188
B21049,1872,B961
B29366,25824,E051
F8082,5024,B0424
E9775,1049.5,B694
E7194,11776,D550
C8284,12320,J387
C9590,2024,C048
H157,960,H818
C1392,5793.5,I765
I6937,2227,G939
F8083,23040,I536
E7175,800,B0015
D3794,8096,J959
I0159,1788.5,D328
F5662,17260.5,I915
B31916,4816,F368
C1205,3150,F420
B07794,585.5,J697
G5606,2822,H791
I1516,11808,D278
J4303,5753,D001
I7788,1120,G667
E0429,1332.5,J234
E6805,633.5,D891
I8299,22630,D426
B15427,16564.5,I915
B28779,12920,G601
B12900,95.5,G512
C9677,11040,B0097
F4199,60496,C577
D974,11776,F164
G9607,4128,C475
F6823,1177.5,E309
I1546,720,H455
G6872,92.5,F180
D1575,2944,F107
B15483,201.5,D3
H2196,10240,D899
J8278,1344,G641
H5339,868,B0491
E597,84256,D642
C999,1584,C470
J5037,10752,F161
G1240,1996.5,J86
D5353,13654,I124
H3207,656,F609
G423,25587,G077
G9704,623.5,G512
B5750,2716.5,G737
I9913,7776,G108
B11754,1744,B102
C4596,7936,C951
B16930,876.5,B694
B13443,37888,C594
B11443,8689.5,G216
H3942,6504,I064
H4060,5184,J959
H8698,585.5,J697
I9412,70,D937
B21997,1301,D487
H5781,3196.5,J234
E3906,7616,I765
H9797,1200,B314
J1091,928,C106
G0710,444.5,I004
D4847,736,G019
B28690,24960,F164
H4188,10720,F469
G1873,896,F444
B24898,3024,C874
B4615,537.5,J495
G6064,63920,F731
B05545,1440,D892
H2341,5312,J412
F9628,7116.5,J008
F5385,2249.5,F749
F9918,7632.5,I310
B2824,1216,F081
H0176,3660.5,G295
B25607,28480,H455
B16604,979,J767
H3758,732.5,I392
J6624,897.5,J234
