UNIQUE_ID,Rev_17_GeoPod,Rev_17_B,Rev_17_C,Vol_17_GeoPod,Vol_17_B,Vol_17_C,Rev_17_GeoPod_Logistics,Rev_17_GeoPod_HR,Rev_17_GeoPod_Finance,Vol_17_GeoPod_Logistics,Vol_17_GeoPod_HR,Vol_17_GeoPod_Finance,Vol_17_Death_Event,Vol_17_Birth_Event,Vol_17_COA,Vol_17_COA_Win,Rev_17_D,Rev_17_E,Rev_17_F,Rev_17_G,Rev_17_H,Rev_17_I,Vol_17_D,Vol_17_E,Vol_17_F,Vol_17_G,Vol_17_H,Vol_17_I,Ind_2013_pushback,Ind_2014_pushback,Ind_2015_pushback,Ind_2016_pushback,Ind_2017_pushback,DataCorp_Market_Share,Major_competitor_market_share,Other_competitor_market_share,Tenure_months,Market_Segment,Sub_Segment,Sales_Person_Jun_17,RSM_Jun_17,Director_Jun_17,VP_Jun_17,Sales_Person_Dec_17,RSM_Dec_17,Director_Dec_17,VP_Dec_17,Discount_17,Count_Entities,Count_Jurisdicion,Price_Point,Vol_16_GeoPod_Logistics,Vol_16_GeoPod_HR,Vol_16_GeoPod_Finance,Vol_16_D,Vol_16_E,Vol_16_F,Vol_16_G,Vol_16_H,Vol_16_I
310159705,3669,0,0,13,0,0,380,0,3289,1,1,11,0,0,0,0,1709,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,171,Small Business,Small Business,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0,11,2,0.1,1,15,0,0,0,0,0,0,0
310160225,10845,0,0,37,0,0,380,0,10465,1,1,35,0,1,0,0,1531,0,0,1,0,0,28,0,0,1,0,0,0,0,0,0,0,0.48,0.18,0.35,46,Large Business,Credit Unions,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0,26,8,0.24,1,32,0,58,0,0,0,0,0
310160385,472.8,0,0,6,0,0,114,0,358.8,1,1,4,0,0,0,0,568.82,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,27,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.7,5,1,-0.7,1,5,0,15,0,0,0,0,0
310160426,47005,0,0,157,0,0,380,579,46046,1,2,154,9,39,0,0,0,294,0,18,0,36000,197,1,90,18,0,1,0,0,0,0,0,0.97,0,0.03,97,Large Business,Credit Unions,SP63,M2,D2,VP 2,SP63,M2,D18,VP 1,0,30,41,0.98,1,112,1,101,0,15,0,0,0
310160427,18154.71,0,0,94,0,0,244.92,373.18,17536.61,1,2,91,5,34,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,,,14,Large Business,Credit Unions,SP10,M11,D8,VP 2,SP10,M11,D10,VP 1,0.36,78,15,0.06,1,55,0,0,0,0,0,0,0
310160565,15696,0,0,102,0,0,0,8106,7590,0,14,88,0,0,0,0,1050,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,84,Small Business,Small Business,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.71,2,44,-0.53,0,88,14,6,0,0,0,0,0
310160767,5463,0,0,19,0,0,380,0,5083,1,1,17,0,1,0,0,1180,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP37,M8,D6,VP 2,SP37,M5,D16,VP 1,0,2,18,0.08,1,15,0,4,0,0,0,0,0
310161045,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,74,Large Business,Investment Firms,SP125,M12,D9,VP 2,SP125,M12,D5,VP 1,0,5,1,0.11,1,4,0,9,0,0,0,0,0
310161265,3370,0,0,12,0,0,380,0,2990,1,1,10,0,0,0,0,0,0,0,0,0,5000,5,0,2,0,0,1,0,0,0,0,0,0.91,0,0.09,102,Small Business,Small Business,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,5,3,0.08,1,10,0,2,0,0,0,0,1
310161285,17950.25,0,0,134,0,0,171.17,0,17779.08,1,1,132,8,15,0,0,10524,0,0,26,0,0,134,0,0,26,0,0,0,0,0,0,0,0.83,0.03,0.14,54,Large Business,Investment Firms,SP59,M12,D9,VP 2,SP59,M12,D5,VP 1,0.55,82,10,0.01,1,121,0,80,0,0,2,0,0
310161327,46928.48,0,40000,548,0,25,108.98,0,46819.5,1,1,546,0,9,0,0,2810.01,0,4520.3,1163,-11212,0,66,0,64,1163,-2,0,0,0,0,0,0,0.98,0.01,0.02,102,Large Business,Investment Firms,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.71,96,38,0.03,1,539,0,137,0,131,0,2,0
310161786,5022.06,0,0,35,0,0,186.24,0,4835.82,1,1,33,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,118,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.51,23,13,-0.36,1,32,0,0,0,0,0,0,0
310162126,6894.15,0,0,25,0,0,361,0,6533.15,1,1,23,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,43,Small Business,Small Business,SP129,M3,D3,VP 2,SP129,M3,D16,VP 1,0.05,16,13,-0.03,1,46,0,0,0,0,0,0,0
310162205,15942.59,7319.95,0,130,55,0,155.61,237.1,15549.88,1,2,127,11,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,,,,135,Small Business,,SP16,M21,D17,VP 2,SP16,M17,D1,VP 1,0.59,92,24,-0.38,1,134,0,0,0,0,0,0,0
310162305,4038.99,0,0,31,0,0,0,0,4038.99,0,0,31,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0.92,0,0.08,111,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.56,3,27,-0.41,0,30,0,0,0,0,0,0,0
310162407,8154,0,0,28,0,0,380,0,7774,1,1,26,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,20,Small Business,,SP23,M6,D4,VP 2,SP23,M22,D1,VP 1,0,16,10,0.22,1,19,0,0,0,0,0,0,0
310162486,13797,0,0,52,0,0,342,0,13455,1,1,50,0,0,0,0,1498,0,3819,28,0,0,11,0,27,28,0,0,0,0,0,0,0,0.86,0,0.14,117,Small Business,Small Business,SP49,M19,D14,VP 2,SP49,M18,D18,VP 1,0.1,12,17,0.35,1,50,0,11,0,30,0,0,0
310162527,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.17,0,97,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,7,0.07,0,7,0,0,0,0,0,0,0
310162545,5000.42,0,0,21,0,0,313.5,0,4686.92,1,1,19,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.9,0,0.1,111,Small Business,Small Business,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0.17,3,17,-0.07,1,19,0,0,0,0,0,0,0
310162546,914.34,0,0,9,0,0,140.49,0,773.85,1,1,7,1,0,0,0,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,57,Small Business,,SP101,M21,D17,VP 2,SP101,M17,D1,VP 1,0.63,6,2,-0.56,1,9,0,2,0,0,0,0,0
310162609,2772,0,0,10,0,0,380,0,2392,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,37,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,9,4,0.07,1,5,0,0,0,0,0,0,0
310162747,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.75,0,0.25,42,Large Business,Investment Firms,SP43,M11,D8,VP 2,SP43,M11,D10,VP 1,0,4,4,0.15,1,6,0,0,0,0,0,0,0
310162985,5164,0,0,18,0,0,380,0,4784,1,1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,253,Large Business,Credit Unions,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,1,17,0.11,1,16,0,0,0,0,0,0,0
310163105,2197.72,0,0,14,0,0,0,0,2197.72,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0.13,181,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0.47,1,14,-0.43,0,14,0,0,0,0,0,0,0
310163665,2392,0,0,8,0,0,0,0,2392,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.76,0.09,118,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,8,0.07,0,8,0,0,0,0,0,0,0
310163686,3995.32,0,0,16,0,0,332.5,0,3662.82,1,1,14,0,1,0,0,930,0,0,3,0,0,7,0,0,3,0,0,0,0,0,1,0,0.65,0,0.35,13,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0.12,15,2,-0.06,1,13,0,3,0,0,0,0,0
310163765,3370,0,0,12,0,0,380,0,2990,1,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.09,0.24,271,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,11,2,0.07,1,3,0,0,0,0,0,0,0
310164065,71009.17,3388.3,29000,706,31,12,127.8,194.72,70686.65,1,2,703,13,135,5,1,111590.5,51074.8,0,90,0,0,1013,352,0,90,0,0,0,0,0,0,0,0.07,0.07,0.86,107,Large Business,Multinational Banks,SP134,M2,D2,VP 2,SP134,M2,D18,VP 1,0.66,251,37,0.19,1,541,1,1145,284,0,0,0,0
310164406,3909.97,0,0,19,0,0,271.97,0,3638,1,1,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,119,Small Business,Small Business,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0.28,18,2,-0.2,1,17,0,21,0,2,0,0,0
310164565,7719.2,0,0,33,0,0,304,0,7415.2,1,1,31,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,34,Small Business,,SP116,M6,D4,VP 2,SP116,M22,D1,VP 1,0.2,20,18,-0.03,1,32,0,0,0,0,0,0,0
310164785,2691,0,0,9,0,0,0,0,2691,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,117,Small Business,,SP2,M6,D4,VP 2,SP2,M22,D1,VP 1,0,9,1,0.1,0,8,0,0,0,0,0,0,0
310164825,14133.03,0,0,167,0,0,108.03,0,14025,1,1,165,0,3,0,0,245,29701,0,78,0,0,13,339,111,78,0,0,0,0,0,0,0,0.97,0.01,0.02,147,Large Business,Credit Unions,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.72,16,50,-0.39,1,162,0,99,220,98,0,0,0
310164845,9576.36,0,0,65,0,0,189.36,0,9387,1,1,63,2,3,0,22,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.96,0,0.04,234,Small Business,Small Business,SP125,M12,D9,VP 2,SP125,M12,D5,VP 1,0.5,62,6,-0.15,1,6,0,0,0,0,0,0,0
310165369,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,145,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,4,0.07,1,6,0,0,0,0,0,0,0
310165485,21759.39,0,0,272,0,0,120.94,608.09,21030.36,1,50,221,103,3,0,0,5367,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0.92,0.01,0.07,266,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,SP134,M2,D18,VP 1,0.68,16,51,-0.12,1,295,49,105,0,0,0,0,0
310165786,537.9,0,0,5,0,0,0,0,537.9,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0,0.4,166,Small Business,Small Business,SP7,M3,D3,VP 2,SP7,M3,D16,VP 1,0.64,1,5,-0.64,0,5,0,0,0,0,0,0,0
310166465,33678,0,0,226,0,0,190,0,33488,1,1,224,27,43,5,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,,,,281,Small Business,,SP71,M21,D17,VP 2,SP122,M17,D1,VP 1,0.5,154,38,-0.17,1,208,1,0,0,0,0,0,0
310166526,144750.21,572.64,0,825,3,0,223.18,0,144527.03,1,1,823,87,187,27,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,,,,22,Small Business,,SP79,M1,D1,VP 2,SP79,M24,D1,VP 1,0.41,568,33,0.24,2,745,0,0,0,0,0,0,0
310166825,1875,0,5000,7,0,2,380,0,1495,1,1,5,1,0,0,0,331,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0.8,0,0.2,105,Large Business,Credit Unions,SP32,M19,D14,VP 2,SP32,M18,D18,VP 1,0,6,2,0.23,1,6,0,4,0,0,0,0,0
310166865,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,,Large Business,Multinational Banks,SP113,Unassigned,Unassigned,Unassigned,SP125,M12,D5,VP 1,0,4,2,0.1,1,5,0,0,0,0,0,0,0
310166946,3071,0,0,11,0,0,380,0,2691,1,1,9,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0.83,0,0.17,31,Small Business,Small Business,SP37,M8,D6,VP 2,SP37,M5,D16,VP 1,0,2,8,0.08,1,9,0,0,0,0,0,0,0
310167185,9568,0,0,32,0,0,0,0,9568,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0.06,,Small Business,Small Business,SP25,M9,D7,VP 2,SP25,M9,D10,VP 1,0,3,30,0.31,0,27,0,0,0,0,0,0,0
310167265,3669,0,0,13,0,0,380,0,3289,1,1,11,0,0,0,0,183,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,,,,188,Large Business,Investment Firms,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,3,9,0.11,1,11,0,3,0,0,0,0,0
310167406,4167,0,0,31,0,0,0,579,3588,0,1,30,0,0,0,0,97,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.84,0.03,0.13,111,Large Business,Investment Firms,SP31,M12,D9,VP 2,SP31,M12,D5,VP 1,0.6,2,29,-0.44,0,29,1,1,0,0,0,0,0
310167505,5639.44,2201.92,0,23,8,0,321.82,0,5317.62,1,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,,,,118,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.15,2,21,0.15,1,21,0,0,0,0,0,0,0
310167585,98193.4,821.72,32000,521,4,13,480.4,0,97713,2,2,517,28,89,3,3,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1,0,,,,22,Small Business,,SP17,M15,D12,VP 2,SP14,M10,D1,VP 1,0.37,374,39,0.53,1,564,0,0,0,0,0,0,0
310167785,4608.91,0,0,18,0,0,339.15,0,4269.76,1,1,16,0,0,0,0,0,0,0,208,0,0,0,0,0,208,0,0,1,0,0,0,0,,,,116,Large Business,Multinational Banks,SP35,M16,D13,VP 2,SP35,M16,D18,VP 1,0.11,2,16,0.09,1,16,0,0,0,0,218,0,0
310168285,7905.13,0,0,55,0,0,164.05,1158,6583.08,1,3,51,5,5,3,0,1009,0,0,1,0,0,14,0,0,3,0,0,0,0,0,0,0,0.38,0.17,0.45,66,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.57,28,12,-0.31,1,57,2,26,0,0,0,0,0
310168787,4267,0,0,15,0,0,380,0,3887,1,1,13,0,0,0,0,1720,0,0,2,0,0,15,0,0,2,0,0,0,0,0,0,0,0.8,0,0.2,116,Small Business,Small Business,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,3,10,0.08,1,13,0,0,0,0,0,0,0
310169027,3669,0,0,13,0,0,380,0,3289,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,140,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,12,2,0.08,1,11,0,0,0,0,0,0,0
310169045,6248.3,0,0,25,0,0,327.18,0,5921.12,1,1,23,1,0,0,0,220,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.95,0,0.05,115,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.14,15,4,0.13,1,24,0,10,0,0,0,0,0
310169106,13509.7,0,0,142,0,0,120.74,183.96,13205,1,2,139,16,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,34,Small Business,,SP48,M1,D1,VP 2,SP48,M24,D1,VP 1,0.68,102,28,-0.35,1,121,1,0,0,0,0,0,0
310169206,3633.05,0,0,14,0,0,347.93,0,3285.12,1,1,12,0,1,0,0,1234.6,199.5,0,15,0,0,10,1,0,15,0,0,0,0,0,0,0,,,,95,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.08,5,10,0.05,1,10,0,0,0,0,0,0,0
310169348,4533.6,6825,0,26,35,0,228,0,4305.6,1,1,24,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,,258,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.4,20,6,-0.21,1,14,0,0,0,0,0,0,0
310169385,6054.18,0,0,31,0,0,254.18,0,5800,1,1,29,0,1,0,0,0,0,0,68,0,0,0,0,21,68,0,0,0,0,0,0,0,0.93,0,0.07,18,Small Business,Small Business,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0.33,4,21,-0.12,1,30,0,0,0,3,0,0,0
310169386,15986.95,0,0,159,0,0,128.38,0,15858.57,1,1,157,1,18,0,0,0,0,0,8,0,0,112,0,0,0,0,0,0,0,0,0,0,0.68,0,0.32,68,Large Business,Investment Firms,SP59,M12,D9,VP 2,SP59,M12,D5,VP 1,0.66,135,21,-0.25,1,82,0,8,0,0,0,0,0
310169425,5463,0,0,19,0,0,380,0,5083,1,1,17,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.95,0,0.05,75,Large Business,Credit Unions,SP119,M9,D7,VP 2,SP119,M9,D10,VP 1,0,11,6,0.13,1,22,0,0,0,0,0,0,0
310169986,4865,0,0,17,0,0,380,0,4485,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,215,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,16,1,0.07,1,15,0,0,0,0,0,0,0
310170005,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,1301,0,0,3,0,0,17,0,0,3,0,0,0,0,0,0,0,0.27,0,0.73,170,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,3,3,0.04,1,4,0,1,0,0,0,0,0
310170146,9812.28,0,0,39,0,0,325.85,0,9486.43,1,1,37,0,0,0,0,1119,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.97,0,0.03,87,Large Business,Multinational Banks,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.14,3,36,0.06,1,37,0,1,0,0,0,0,0
310170305,8040.11,0,0,46,0,0,225.71,0,7814.4,1,1,44,0,2,0,0,2724.25,0,0,23,0,0,47,0,0,23,0,0,1,0,0,1,0,,,,101,Large Business,Multinational Banks,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0.41,20,15,-0.26,1,42,0,50,0,0,2,0,0
310171125,10049.21,0,0,89,0,0,143.17,218.14,9687.9,1,2,86,0,0,0,0,577.2,25178,5080,96,0,0,6,160,62,96,0,0,0,0,0,0,0,0.99,0.01,0,24,Large Business,Multinational Banks,SP1,M2,D2,VP 2,SP1,M2,D18,VP 1,0.62,5,50,-0.36,1,85,1,6,147,63,1,0,0
310171305,1495,0,0,5,0,0,0,0,1495,0,0,5,0,1,0,0,1811,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,203,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,4,0.02,0,6,0,0,0,0,0,0,0
310171465,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17,0.33,205,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,3,4,0.02,1,4,0,3,0,0,0,0,0
310171888,38332.29,160.87,0,220,1,0,188.09,8100.2,30044,1,16,203,0,51,0,0,33517.39,0,2489.1,87,0,0,269,0,38,87,0,0,0,0,0,0,0,0.98,0,0.01,43,Large Business,Multinational Banks,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.51,8,51,0.23,1,100,0,13,0,31,0,0,0
310172629,8027.09,0,0,81,0,0,127.09,0,7900,1,1,79,3,5,0,0,729,0,3694,11,0,0,11,0,33,11,0,0,0,0,0,0,0,0.91,0,0.09,45,Small Business,Small Business,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0.67,30,44,-0.49,1,79,0,4,0,31,0,0,0
310172825,2473,0,0,9,0,0,380,0,2093,1,1,7,5,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,160,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,2,0.07,1,15,0,0,0,0,0,0,0
310172885,5083,0,0,17,0,0,0,0,5083,0,0,17,0,3,0,0,760,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.55,0,0.45,275,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,4,12,0.08,0,14,0,0,0,0,0,0,0
310173726,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.43,158,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,4,0.02,0,5,0,0,0,0,0,0,0
310174028,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,233,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,3,0.02,1,4,0,0,0,0,0,0,0
310174285,2473,0,0,9,0,0,380,0,2093,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,113,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,3,0.07,1,8,0,0,0,0,0,0,0
310174705,4544.32,0,0,18,0,0,334.4,0,4209.92,1,1,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,21,Small Business,,SP131,M6,D4,VP 2,SP131,M22,D1,VP 1,0.12,16,4,-0.03,1,14,0,0,0,0,0,0,0
310174887,2325,0,0,31,0,0,0,0,2325,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,1,0,0,0.96,0,0.04,52,Small Business,Small Business,SP119,M9,D7,VP 2,SP119,M9,D10,VP 1,0.75,2,30,-0.67,0,31,0,0,0,21,0,0,0
310175187,2033.2,0,0,8,0,0,0,0,2033.2,0,0,8,0,0,0,0,0,0,160,833,0,0,0,0,1,833,0,0,0,0,0,0,0,0.37,0,0.63,91,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.15,3,8,-0.03,0,7,0,0,0,1,663,0,0
310176107,4566,0,0,16,0,0,380,0,4186,1,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,139,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,14,2,0.1,1,14,0,0,0,0,0,0,0
310176747,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,208,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,2,0.07,1,5,0,0,0,0,0,0,0
310176867,2473,0,0,9,0,0,380,0,2093,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,139,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,2,0.07,1,7,0,0,0,0,0,0,0
310177587,6360,0,0,22,0,0,380,0,5980,1,1,20,4,0,0,0,1448,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.84,0,0.16,92,Small Business,Small Business,SP33,M2,D2,VP 2,SP33,M2,D18,VP 1,0,14,4,0.4,1,24,0,0,0,0,0,0,0
310177747,9268.47,0,0,66,0,0,180.47,0,9088,1,1,64,2,12,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,1,0,,,,71,Small Business,,SP9,M6,D4,VP 2,SP9,M22,D1,VP 1,0.53,38,24,-0.29,1,58,0,0,0,0,0,0,0
310177748,16325.4,0,0,78,0,0,0,0,16325.4,0,0,78,0,5,0,0,57,0,0,1,0,19800,15,0,17,1,0,1,0,0,0,0,0,0.99,0.01,0,42,Large Business,Credit Unions,SP133,M9,D7,VP 2,SP133,M9,D10,VP 1,0.3,4,49,-0.01,1,73,0,9,0,19,0,0,1
310177927,4267,0,0,15,0,0,380,0,3887,1,1,13,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,6,11,0.11,1,15,0,0,0,0,0,0,0
310178227,2772,0,0,10,0,0,380,0,2392,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,111,Large Business,Investment Firms,SP113,Unassigned,Unassigned,Unassigned,SP113,Unassigned,Unassigned,Unassigned,0,9,1,0.1,1,6,0,0,0,0,0,0,0
310178347,4335.46,0,0,48,0,0,125.82,51.64,4158,1,5,42,1,2,0,0,243,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0.87,0.02,0.11,208,Small Business,,SP71,M21,D17,VP 2,SP122,M17,D1,VP 1,0.67,32,11,-0.55,1,44,4,1,0,0,0,0,0
