UNIQUE_ID,Rev_17_GeoPod,Rev_17_B,Rev_17_C,Vol_17_GeoPod,Vol_17_B,Vol_17_C,Rev_17_GeoPod_Logistics,Rev_17_GeoPod_HR,Rev_17_GeoPod_Finance,Vol_17_GeoPod_Logistics,Vol_17_GeoPod_HR,Vol_17_GeoPod_Finance,Vol_17_Death_Event,Vol_17_Birth_Event,Vol_17_COA,Vol_17_COA_Win,Rev_17_D,Rev_17_E,Rev_17_F,Rev_17_G,Rev_17_H,Rev_17_I,Vol_17_D,Vol_17_E,Vol_17_F,Vol_17_G,Vol_17_H,Vol_17_I,Ind_2013_pushback,Ind_2014_pushback,Ind_2015_pushback,Ind_2016_pushback,Ind_2017_pushback,DataCorp_Market_Share,Major_competitor_market_share,Other_competitor_market_share,Tenure_months,Market_Segment,Sub_Segment,Sales_Person_Jun_17,RSM_Jun_17,Director_Jun_17,VP_Jun_17,Sales_Person_Dec_17,RSM_Dec_17,Director_Dec_17,VP_Dec_17,Discount_17,Count_Entities,Count_Jurisdicion,Price_Point,Vol_16_GeoPod_Logistics,Vol_16_GeoPod_HR,Vol_16_GeoPod_Finance,Vol_16_D,Vol_16_E,Vol_16_F,Vol_16_G,Vol_16_H,Vol_16_I,Attrition_Flag
310268927,4008.51,0,0,22,0,0,239.51,2.27E-13,3769,1,1,20,0,3,0,0,876,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.5,0.03,0.47,15,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.36973244,14,9,-0.17,1,13,0,5,0,0,0,0,0,1
310268947,1181.76,0,0,7,0,0,239.51,0,942.25,1,1,5,0,0,0,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.78,0,0.22,117,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.36973244,3,5,-0.33,1,5,0,0,0,0,0,0,0,0
310269047,2500.91,0,0,14,0,0,239.51,-2.27E-13,2261.4,1,1,12,0,2,0,0,1400,0,0,6,0,0,16,0,0,6,0,0,0,0,0,0,0,0.8,0,0.2,46,Small Business,Small Business,SP20,M19,D14,VP 2,SP20,M18,D18,VP 1,0.36973244,3,9,-0.31,1,10,0,7,0,0,0,0,0,0
310269128,26626.21,36215.4,0,167,195,0,217.15,267.48,26141.58,1,13,153,0,2,0,0,-5595,0,0,34,15420,0,-18,0,0,34,2,0,1,0,0,0,0,0.93,0.01,0.06,46,Large Business,Multinational Banks,SP133,M9,D7,VP 2,SP133,M9,D10,VP 1,0.42856187,32,37,-0.09,1,148,12,23,0,0,0,2,0,1
310269155,7965.96,0,0,43,0,0,239.51,2.27E-13,7726.45,1,1,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,75,Large Business,Credit Unions,SP60,M9,D7,VP 2,SP60,M9,D10,VP 1,0.36973244,21,3,-0.22,1,41,0,0,0,0,0,0,0,0
310269307,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,,SP56,M15,D12,VP 2,SP52,M10,D1,VP 1,0,6,3,0.432,1,6,0,0,0,0,0,0,0,1
310269328,9350,0,0,32,0,0,380,0,8970,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,,,,57,Small Business,,SP2,M6,D4,VP 2,SP2,M22,D1,VP 1,0,4,17,0.218,1,30,0,0,0,0,0,0,0,0
310269347,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,47,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,6,2,0.099,1,9,0,0,0,0,0,0,0,0
310269408,18985.68,0,0,111,0,0,214.08,579,18192.6,1,2,108,17,16,0,3,79,0,0,38,9756,18000,152,0,36,38,8,1,0,0,0,0,0,0.67,0,0.33,51,Large Business,Credit Unions,SP126,M9,D7,VP 2,SP126,M9,D10,VP 1,0.43662207,11,51,-0.11,1,50,0,61,0,0,0,6,0,0
310269567,17205,0,0,59,0,0,760,0,16445,2,2,55,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.98,0.02,0,32,Small Business,Small Business,SP102,M11,D8,VP 2,SP102,M11,D10,VP 1,0,31,9,0.853,1,35,0,0,0,0,0,0,0,0
310269607,6846.48,0,0,57,0,0,154.63,-7.96E-13,6691.85,1,1,55,4,0,4,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0.81,0,0.19,43,Large Business,Credit Unions,SP136,M2,D2,VP 2,SP136,M2,D18,VP 1,0.59307692,36,17,-0.31,1,60,0,0,0,0,0,0,0,0
310269608,3976.7,0,0,14,0,0,0,0,3976.7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,192,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0.05,1,14,0.023,0,14,0,2,0,0,0,0,0,0
310269649,7475,0,0,25,0,0,0,0,7475,0,0,25,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.7,,Small Business,Small Business,SP133,M9,D7,VP 2,SP133,M9,D10,VP 1,0,2,18,0.313,0,22,0,0,1,0,0,0,0,0
310269650,4090.64,0,0,28,0,0,190.64,-1.14E-13,3900,1,1,26,2,0,3,0,1154,0,0,60,0,0,11,0,0,0,0,0,0,0,0,0,0,0.84,0.06,0.09,208,Large Business,Multinational Banks,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0.49832776,9,15,-0.38,1,31,0,18,0,0,1,0,0,0
310269667,6514.65,0,0,27,0,0,315.15,-3.41E-13,6199.5,1,1,25,3,0,0,0,3989,0,0,4,0,0,39,0,0,4,0,0,0,0,0,0,0,0.82,0.05,0.14,52,Large Business,Multinational Banks,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0.17063545,12,7,0.165,1,28,0,39,0,0,0,0,0,0
310269768,4566,0,0,16,0,0,380,0,4186,1,1,14,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,36,Small Business,,SP16,M21,D17,VP 2,SP16,M17,D1,VP 1,0,14,5,0.188,1,14,0,0,0,0,0,0,0,0
310269787,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,111,Small Business,Small Business,SP126,M9,D7,VP 2,SP126,M9,D10,VP 1,0,5,2,0.124,1,5,0,0,0,0,0,0,0,0
310269847,1743.3,0,0,21,0,0,109.3,-4.26E-14,1634,1,1,19,3,4,0,0,55,0,0,8,0,0,3,0,0,3,0,0,0,0,0,1,0,0.68,0,0.32,32,Large Business,Credit Unions,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0.71237458,10,7,-0.68,1,25,0,1,0,0,0,0,0,0
310269987,3620.32,0,0,49,0,0,95.32,1.71E-13,3525,1,1,47,0,4,0,0,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,0,1,0.55,0,0.45,43,Small Business,Small Business,SP63,M2,D2,VP 2,SP63,M2,D18,VP 1,0.74916388,42,7,-0.65,1,43,0,0,0,0,0,0,0,0
310270087,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,163,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,4,0.066,1,5,0,0,0,0,0,0,0,0
310270128,9213,0,0,33,0,0,1140,0,8073,3,3,27,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,77,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,20,4,0.314,1,18,0,4,0,0,0,0,0,1
310270227,4865,0,0,17,0,0,380,0,4485,1,1,15,0,1,0,0,1637,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.92,0,0.08,56,Small Business,Small Business,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0,10,7,0.096,1,10,0,6,0,0,0,0,0,0
310270307,10674.6,0,0,104,0,0,396.09,201.18,10077.33,3,4,97,0,1,0,0,95,0,0,10,0,14000,68,0,63,0,0,1,0,0,0,0,0,0.97,0,0.03,18,Large Business,Credit Unions,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0.65254181,8,51,-0.51,1,95,1,163,1,40,0,0,1,0
310270367,83232.95,0,65500,660,0,28,160.45,-2.9E-12,83072.5,1,1,658,0,115,0,0,68292,4232,0,319,0,0,648,16,278,319,0,0,0,0,0,0,0,1,0,0,78,Large Business,Credit Unions,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.5777592,97,34,1.062,1,449,1,441,3,220,0,0,0,0
310270427,3344.6,0,0,42,0,0,103,0,3241.6,1,1,40,8,10,0,0,245,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0.52,0,0.48,26,Large Business,Investment Firms,SP125,M12,D9,VP 2,SP125,M12,D5,VP 1,0.72896321,30,6,-0.62,1,50,0,156,0,0,0,0,0,0
310270487,4865,0,0,17,0,0,380,0,4485,1,1,15,0,1,0,0,114,435,0,0,0,7000,27,2,6,0,0,1,0,0,0,0,0,,,,22,Small Business,Small Business,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,4,9,0.077,1,12,0,29,1,4,0,0,1,0
310270647,11627.44,0,0,54,0,0,277.4,-3.41E-13,11350.04,1,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.02,87,Small Business,Small Business,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0.27,4,50,0.112,1,52,0,0,0,0,0,0,0,0
310270667,6984.04,0,0,30,0,0,303.24,-2.27E-13,6680.8,1,1,28,0,0,0,0,385,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0.86,0.07,0.07,177,Large Business,Credit Unions,SP25,M9,D7,VP 2,SP25,M9,D10,VP 1,0.20200669,19,8,-0.01,1,28,0,7,0,0,0,0,0,0
310270727,8132.8,0,0,34,0,0,0,0,8132.8,0,0,34,0,0,0,0,82,0,5425.2,10,0,0,1,0,36,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.2,1,34,0.023,0,34,0,0,0,30,0,0,0,1
310270807,5681,0,0,19,0,0,0,0,5681,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.15,74,Small Business,Small Business,SP95,M8,D6,VP 2,SP95,M5,D16,VP 1,0,2,19,0.077,0,22,0,2,0,0,0,0,0,0
310270847,6656.41,0,0,69,0,0,123.91,-1.42E-13,6532.5,1,1,67,1,0,0,0,183,0,0,32,0,0,3,0,0,33,0,0,1,0,1,0,0,0.91,0.06,0.03,168,Large Business,Credit Unions,SP117,M2,D2,VP 2,SP117,M2,D18,VP 1,0.67391304,9,50,-0.44,1,75,0,112,0,0,0,0,0,0
310270907,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,147,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,6,1,0.066,1,5,0,0,0,0,0,0,0,0
310270947,2166.71,0,0,13,0,0,0,0,2166.71,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.78,0,0.22,50,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.44257525,3,13,-0.41,0,13,0,0,0,0,0,0,0,0
310270987,9621.37,0,0,40,0,0,311.37,7.96E-13,9310,1,1,38,0,7,0,1,0,0,0,4,0,8500,31,0,25,4,0,1,0,0,0,0,0,,,,17,Large Business,Credit Unions,SP76,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.18060201,2,31,0.117,0,29,0,11,1,18,0,0,1,0
310271047,2348.94,0,0,9,0,0,360.94,5.68E-14,1988,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.67,0,0.33,75,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.05016722,4,4,0.013,1,7,0,1,0,4,0,0,0,0
310271087,3270,0,0,10,0,0,0,579,2691,0,1,9,0,0,0,0,460,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,3,9,0.066,0,7,1,8,0,0,0,0,0,1
310271107,788,0,0,6,0,0,190,0,598,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.14,0.43,84,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.5,4,3,-0.49,1,5,0,0,0,0,0,0,0,0
310271127,19734,0,0,66,0,0,0,0,19734,0,0,66,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.89,0,0.11,172,Small Business,Small Business,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0,5,32,0.524,0,65,0,1,0,0,0,0,0,0
310271167,9350,0,0,32,0,0,380,0,8970,1,1,30,1,4,0,0,0,0,0,296,0,12000,16,0,9,296,0,1,0,0,0,0,0,0.97,0,0.03,163,Large Business,Credit Unions,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0,8,22,0.241,1,27,0,0,0,0,70,0,0,0
310271349,6523.2,0,0,28,0,0,304,0,6219.2,1,1,26,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0.94,0,0.06,130,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.2,5,25,0.09,1,24,0,0,0,0,0,0,0,0
310271350,24781.5,0,0,277,0,0,114,0,24667.5,1,1,275,0,4,0,0,10336,0,0,55,14390,0,80,0,0,55,2,0,0,0,0,0,0,0.9,0,0.1,54,Large Business,Multinational Banks,SP128,M19,D14,VP 2,SP128,M18,D18,VP 1,0.7,40,49,-0.3,1,268,0,176,0,0,0,2,0,0
310271408,27785.87,0,0,371,0,0,190.64,145.23,27450,2,3,366,15,45,0,0,9300,0,11175,320,0,0,125,0,150,320,0,0,0,0,0,0,0,0.8,0.01,0.2,46,Large Business,Multinational Banks,SP38,M16,D13,VP 2,SP38,M16,D18,VP 1,0.74916388,235,42,-0.31,1,330,1,67,0,132,0,0,0,0
310271427,1472.18,0,0,15,0,0,131.1,1.42E-13,1341.08,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,69,Small Business,,SP29,M6,D4,VP 2,SP29,M22,D1,VP 1,0.65498328,14,3,-0.62,1,13,0,0,0,0,0,0,0,0
310271547,2691,0,0,9,0,0,0,0,2691,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0.5,0,0.5,58,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,5,0.066,0,9,0,0,0,0,0,0,0,0
310271667,1675.19,0,0,11,0,0,207.29,-2.84E-14,1467.9,1,1,9,0,0,42,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.94,0.01,,Small Business,Small Business,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.45451505,3,10,-0.4,1,51,0,0,0,0,0,0,0,1
310271707,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.53,55,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,3,5,0.066,0,7,0,0,0,0,0,0,0,0
310271727,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.85,0.03,53,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,3,0.015,1,4,0,1,0,0,0,0,0,0
310271747,2772,0,0,10,0,0,380,0,2392,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,,,28,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,6,3,0.066,1,8,0,0,0,0,0,0,0,0
310271768,9262.08,0,0,64,0,0,0,0,9262.08,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,68,Small Business,Small Business,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0.51598662,2,41,-0.26,0,62,0,0,0,0,0,0,0,1
310271827,3071,0,0,11,0,0,380,0,2691,1,1,9,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,75,Small Business,Small Business,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0,6,3,0.096,1,10,0,3,0,0,0,0,0,0
310271887,1495,0,0,5,0,0,0,0,1495,0,0,5,1,0,1,0,1524,0,0,4,0,0,7,0,0,4,0,0,0,0,0,0,0,0.03,0.97,0,91,Large Business,Credit Unions,SP28,M11,D8,VP 2,SP82,M14,Unassigned,Unassigned,0,2,5,0.078,1,85,0,106,0,0,0,0,0,0
310271927,701.12,0,0,9,0,0,107.73,1.42E-14,593.39,1,1,7,6,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,44,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.71648829,8,1,-0.69,1,14,0,0,0,0,0,0,0,0
310272107,6958,0,0,24,0,0,380,0,6578,1,1,22,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0,4,18,0.276,1,22,0,0,0,0,0,0,0,1
310272187,2990,0,0,10,0,0,0,0,2990,0,0,10,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.63,0,0.38,75,Small Business,Small Business,SP19,M8,D6,VP 2,Unassigned,Unassigned,Unassigned,Unassigned,0,3,8,0.077,0,13,0,0,0,0,0,0,0,0
310272207,4806,0,0,54,0,0,0,0,4806,0,0,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0.04,74,Small Business,Small Business,SP25,M9,D7,VP 2,SP25,M9,D10,VP 1,0.70234114,2,38,-0.55,0,52,0,0,0,0,0,0,0,0
310272227,4865,0,0,17,0,0,380,0,4485,1,1,15,2,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,,,23,Small Business,,SP9,M6,D4,VP 2,SP9,M22,D1,VP 1,0,15,4,0.097,1,15,0,0,0,0,0,0,0,0
310272247,3844.53,0,0,36,0,0,138.53,1.99E-13,3706,1,1,34,4,1,0,1,219,0,0,109,0,8500,40,0,34,136,0,1,0,0,0,0,0,,,,111,Large Business,Credit Unions,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0.63545151,25,11,-0.55,1,33,0,6,0,24,0,0,1,0
310272267,549.38,0,0,6,0,0,132.46,-2.84E-14,416.92,1,1,4,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.71,0,0.29,30,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.65140468,5,5,-0.65,1,4,0,0,0,0,0,0,0,0
310272307,7685.67,0,0,90,0,0,108.28,164.99,7412.4,1,2,87,0,2,0,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0.96,0,0.04,72,Large Business,Credit Unions,SP33,M2,D2,VP 2,SP33,M2,D18,VP 1,0.71505017,4,48,-0.51,1,85,1,0,0,0,0,0,0,0
310272327,12525.2,0,0,67,0,0,240.2,7.39E-13,12285,1,1,65,0,6,0,0,246,0,0,3,0,0,2,0,0,3,0,0,0,1,0,0,0,0.93,0,0.07,31,Large Business,Multinational Banks,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.36789298,5,48,0.038,1,59,0,4,0,0,0,0,0,0
310272348,5749.3,0,0,37,0,0,201.45,-1.71E-13,5547.85,1,1,35,0,0,0,0,0,0,0,1,0,7500,0,0,17,1,0,1,0,0,0,0,0,0.92,0,0.08,29,Large Business,Credit Unions,SP25,M9,D7,VP 2,SP25,M9,D10,VP 1,0.46986622,8,28,-0.34,1,35,0,33,0,17,0,0,1,0
310272387,2455.88,0,0,26,0,0,119.09,181.46,2155.33,1,2,23,0,16,88,0,1200,825,0,10,0,15000,51,3,44,0,0,1,0,0,0,0,0,0.03,0.96,0.01,,Large Business,Credit Unions,SP63,M2,D2,VP 2,SP63,M2,D18,VP 1,0.68658863,13,12,-0.58,1,93,0,69,14,47,0,0,1,1
310272427,9350,0,0,32,0,0,380,0,8970,1,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,0,0.06,144,Large Business,Credit Unions,SP126,M9,D7,VP 2,SP126,M9,D10,VP 1,0,2,31,0.241,1,30,0,0,0,0,0,0,0,0
310272448,3370,0,0,12,0,0,380,0,2990,1,1,10,0,3,0,0,1058.4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,,,,92,Large Business,Investment Firms,SP125,M12,D9,VP 2,SP125,M12,D5,VP 1,0,9,2,0.224,1,24,0,12,0,0,0,0,0,0
310272527,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0.27,75,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,3,4,0.066,1,5,0,0,0,0,0,0,0,0
310272567,4680,0,0,52,0,0,0,0,4680,0,0,52,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,146,Small Business,,SP67,M1,D1,VP 2,SP67,M24,D1,VP 1,0.69899666,32,3,-0.55,0,29,1,0,0,0,0,0,0,0
310272587,3433.46,0,0,18,0,0,252.66,-1.42E-13,3180.8,1,1,16,0,3,0,0,202,0,0,5,0,0,9,0,5,5,0,0,0,0,0,0,0,0.72,0,0.28,74,Large Business,Credit Unions,SP25,M9,D7,VP 2,SP25,M9,D10,VP 1,0.33511706,10,6,-0.25,1,13,0,7,0,7,0,0,0,0
310272707,3071,0,0,11,0,0,380,0,2691,1,1,9,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.5,0,0.5,71,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,10,1,0.066,1,9,0,0,0,0,0,0,0,0
310272727,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,4,0.066,1,4,0,0,0,0,0,0,0,1
310272767,2473,0,0,9,0,0,380,0,2093,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,232,Small Business,,SP2,M6,D4,VP 2,SP2,M22,D1,VP 1,0,4,6,0.097,1,7,0,0,0,0,0,0,0,0
310272847,251426.11,4916.16,0,1331,24,0,239.51,925,250261.6,1,2,1328,75,17,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,139,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.36973244,987,50,0.416,1,1579,1,0,0,0,0,0,0,0
310272867,6937.21,0,0,68,0,0,127.51,388.58,6421.12,1,3,64,0,0,0,0,19660.8,0,0,65,9755,0,183,0,0,65,2,0,0,0,0,0,0,0.73,0.03,0.24,68,Large Business,Multinational Banks,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.66444816,7,51,-0.45,1,64,2,147,0,0,1,2,0,0
310272907,4968.93,0,0,35,0,0,184.26,2.27E-13,4784.67,1,1,33,1,1,0,0,0,0,0,538,0,0,0,0,0,538,0,0,0,0,0,0,0,,,,55,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.51508361,7,19,-0.38,1,33,0,0,0,0,168,0,0,0
310272927,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,144,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,7,1,0.077,1,6,0,0,0,0,0,0,0,1
310272967,4267,975,800,15,3,1,380,0,3887,1,1,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,0.25,188,Large Business,Credit Unions,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0,12,3,0.146,1,13,0,0,0,0,0,0,0,0
310273027,8752,0,0,30,0,0,380,0,8372,1,1,28,0,0,0,0,0,0,0,0,0,3500,29,0,0,0,0,1,0,0,0,0,0,,,,62,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,29,1,0.363,1,28,0,29,0,0,0,0,1,0
310273187,4865,0,0,17,0,0,380,0,4485,1,1,15,0,3,0,0,2867,0,0,2,0,0,41,0,0,2,0,0,0,0,0,0,0,,,,59,Small Business,Small Business,SP54,M8,D6,VP 2,SP54,M5,D16,VP 1,0,13,3,0.077,1,13,0,0,0,0,0,0,0,0
310273207,15330.15,0,0,154,0,0,127.11,-1.24E-12,15203.04,1,1,152,9,2,0,0,323,-90,0,30,0,0,2,-1,0,30,0,0,0,0,0,0,0,0.97,0.01,0.02,74,Large Business,Credit Unions,SP68,M16,D13,VP 2,SP68,M16,D18,VP 1,0.66548495,7,51,-0.28,1,164,0,65,138,0,0,0,0,0
310273247,14400.49,0,0,164,0,0,112.09,1.42E-13,14288.4,1,1,162,0,1,0,0,3936.32,0,0,41,0,0,60,0,0,41,0,0,0,0,0,0,0,0.86,0.01,0.12,46,Large Business,Investment Firms,SP8,M12,D9,VP 2,SP12,M12,D5,VP 1,0.70501672,58,27,-0.34,1,138,0,33,0,0,0,0,0,0
310273347,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,93,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
